Unnamed: 0,level_0,index,submission_id,need_state,sub_cluster_init,macro_pillar,created_at,open_text,l1,l2,ontology_codes,tm_needs,needs_from_ontology,needs,location_name,weights,needs list,mood_coded,where_are_you_having_your_food_drink,activities_while_consuming,created_at_grouped,level1_ontology_from_pepsi_bev_3_1,level3_ontology_from_pepsi_bev_3_1,SB_needstates,global_subcluster_number,global_subcluster_name
838,838,838,16266155,Indulge,1.0,Indulge,2021-01-22 16:57:07.995,"[""It nice and feels special without being alcoholic"", ""It nice and feels special without being alcoholic"", ""It nice and feels special without being alcoholic""]","[""special interest"", ""in the mood for something cool and non- alcoholic like cold water"", ""nice""]","[""nice""]","[""I like the taste""]","[""Is tasty""]","[""Is tasty""]","[""Is tasty""]",UK,0.2442894499418343,['Is tasty'],"[""Excited"", ""Neutral / fine""]",At my home,"[""Nothing""]",3pm-6pm,"[""Soft drinks""]","[""Regular carbonated soft drink (unspecified)""]",Treat,20,Relish
839,839,839,16266169,Health,0.0,Health,2021-01-22 20:58:50.379,"[""It\u2019s quick to make""]","[""he does something to me that goes fast""]","[""quick drink""]","[""Convenient / easy to prepare""]","[""Quick to prepare / drink""]","[""Quick to prepare / drink""]","[""Quick to prepare / drink""]",UK,1.040738693474343,['Quick to prepare / drink'],"[""Content / upbeat""]",At my home,"[""Browsing social media / internet""]",6pm-9pm,"[""Hot beverages""]","[""Hot chocolate""]",Keeps health balanced,37,Sure & Easy
840,840,840,16266259,Indulge,4.0,Indulge,2021-01-22 17:00:41.304,"[""I drink mostly Vimto, it tastes nice and I have Fizzy drinks so I always drink squash"", ""I drink mostly Vimto, it tastes nice and I have Fizzy drinks so I always drink squash"", ""I drink mostly Vimto, it tastes nice and I have Fizzy drinks so I always drink squash"", ""I drink mostly Vimto, it tastes nice and I have Fizzy drinks so I always drink squash""]","[""drink"", ""contains bcaas"", ""wanted a fizzy drink"", ""tastes nice""]","[""wanted something fizzy""]","[""It's my habit / routine""]","[""To indulge""]","[""It's my habit / routine""]","[""To indulge""]",UK,0.7616355416885547,['To indulge'],"[""Tired / exhausted""]",At my home,"[""On my laptop / phone""]",3pm-6pm,"[""Soft drinks""]","[""Dilutes / squash / cordial""]",Treat,21,Enjoy
841,841,841,16266261,Indulge,1.0,Indulge,2021-01-22 17:16:00.746,"[""Just bought it from the shop cause it what I fancied""]","[""bought it""]","[""NOISE""]","[""I like the taste""]","[""NOISE""]","[""Is tasty""]","[""Is tasty""]",UK,0.1211971995332555,['Is tasty'],"[""Relaxed / calm""]",At my home,"[""Watching movies / TV""]",3pm-6pm,"[""Soft drinks""]","[""Regular carbonated soft drink (unspecified)""]",Treat,20,Relish
842,842,842,16266310,Indulge,1.0,Indulge,2021-01-22 17:00:36.721,"[""It\u2019s tasty and has high caffeine which is what I need right now"", ""It\u2019s tasty and has high caffeine which is what I need right now""]","[""did something with caffeine"", ""says that it is very tasty""]","[""it is very tasty"", ""caffeine related""]","[""To boost energy"", ""I like the taste""]","[""Has caffeine"", ""Is tasty""]","[""Gives me a boost / energy"", ""Is tasty""]","[""Has caffeine"", ""Is tasty""]",UK,0.2492606522585957,"['Has caffeine', 'Is tasty']","[""Neutral / fine""]",At my home,"[""Nothing""]",3pm-6pm,"[""Soft drinks""]","[""Energy drink""]",Treat,20,Relish
843,843,843,16266341,Indulge,6.0,Indulge,2021-01-22 17:03:39.305,"[""energy drink after work"", ""energy drink after work""]","[""After working"", ""energy drink""]","[""after work""]","[""To boost energy""]","[""To relax & unwind""]","[""Gives me a boost / energy""]","[""To relax & unwind""]",UK,0.1907804060115993,['To relax & unwind'],"[""Bored""]",At my home,"[""Watching movies / TV""]",3pm-6pm,"[""Soft drinks""]","[""Energy drink""]",Unwind,25,Comfort
844,844,844,16266345,Hydrate,7.0,Health,2021-01-22 17:23:29.269,"[""Just to have something nice and cold to freshen me up""]","[""just to have something nice and cold to freshen me up""]","[""NOISE""]","[""I wanted something cold / refreshing"", ""To feel refreshed / hydrated""]","[""NOISE""]","[""Is refreshing"", ""To rehydrate my body""]","[""Is refreshing"", ""To rehydrate my body""]",UK,1.7012573243519404,"['Is refreshing', 'To rehydrate my body']","[""Content / upbeat""]",At my home,"[""Watching movies / TV""]",3pm-6pm,"[""Soft drinks""]","[""Dilutes / squash / cordial""]",Healthy Hydration Levels,11,Hydrate
845,845,845,16266415,Indulge,1.0,Indulge,2021-01-22 17:10:06.637,"[""I like the taste of it when it's hot and it's comforting. it's too late for coffee"", ""I like the taste of it when it's hot and it's comforting. it's too late for coffee"", ""I like the taste of it when it's hot and it's comforting. it's too late for coffee""]","[""has taste"", ""i have it here"", ""wanted something sweet and comforting""]","[""has taste"", ""wanted something sweet and comforting""]","[""I like the taste"", ""I wanted something hot""]","[""Is tasty"", ""To comfort me""]","[""Is tasty"", ""Warms me up""]","[""Is tasty"", ""To comfort me""]",UK,0.4110425527350057,"['Is tasty', 'To comfort me']","[""Overwhelmed""]",At my home,"[""Watching movies / TV"", ""Spending time with family""]",3pm-6pm,"[""Soft drinks""]","[""Other juice""]",Treat,20,Relish
846,846,846,16266440,Hydrate,2.0,Health,2021-01-22 20:39:41.371,"[""I wanted to keep hydrated and felt thirsty."", ""I wanted to keep hydrated and felt thirsty.""]","[""i was really thirsty"", ""it is hydrating""]","[""i was really thirsty"", ""it is hydrating""]","[""I had a craving"", ""To feel refreshed / hydrated""]","[""To rehydrate my body"", ""To quench my thirst""]","[""To indulge"", ""To rehydrate my body""]","[""To rehydrate my body"", ""To quench my thirst""]",UK,1.385059114293575,"['To rehydrate my body', 'To quench my thirst']","[""Loved / tender"", ""Neutral / fine""]",At my home,"[""Listening to music""]",6pm-9pm,"[""Soft drinks""]","[""Tap water""]",Healthy Hydration Levels,11,Hydrate
847,847,847,16266632,Hydrate,1.0,Indulge,2021-01-22 17:14:51.432,"[""I  was feeling thirsty & need a bit hungry as well"", ""I  was feeling thirsty & need a bit hungry as well""]","[""i was really thirsty"", ""needed something for a drink""]","[""i was really thirsty"", ""needed a drink""]","[""I had a craving""]","[""To indulge"", ""To quench my thirst""]","[""To indulge""]","[""To indulge"", ""To quench my thirst""]",UK,0.4106547524829434,"['To indulge', 'To quench my thirst']","[""Neutral / fine""]",At my home,"[""Checking emails"", ""Spending time with family""]",3pm-6pm,"[""Soft drinks""]","[""Carbonated juice drink""]",Treat,21,Enjoy
848,848,848,16267033,Fuel,3.0,Fuel,2021-01-22 17:23:57.545,"[""It gives me a lot of energy and I enjoy it"", ""It gives me a lot of energy and I enjoy it""]","[""enjoyed the most"", ""bought energy""]","[""to give me energy"", ""because I enjoy it / it's pleasurable""]","[""I like the taste"", ""To boost energy""]","[""Gives me a boost / energy"", ""To nurture my well-being""]","[""Is tasty"", ""Gives me a boost / energy""]","[""Gives me a boost / energy"", ""To nurture my well-being""]",UK,0.8591590793306434,"['Gives me a boost / energy', 'To nurture my well-being']","[""Content / upbeat""]",At my home,"[""On my laptop / phone""]",3pm-6pm,"[""Soft drinks""]","[""Energy drink""]",Revive,7,Perk Up
849,849,849,16267140,Hydrate,4.0,Health,2021-01-22 17:25:35.827,"[""i have had enough plain water and wanted some squash."", ""i have had enough plain water and wanted some squash.""]","[""decided to take some water"", ""thought i would have a drink of orange squash""]","[""wanted water""]","[""I like the taste""]","[""To rehydrate my body""]","[""Is tasty""]","[""To rehydrate my body""]",UK,1.070090048289461,['To rehydrate my body'],"[""Content / upbeat""]",At work,"[""Working""]",3pm-6pm,"[""Soft drinks""]","[""Dilutes / squash / cordial""]",Healthy Hydration Levels,11,Hydrate
850,850,850,16267141,Indulge,1.0,Indulge,2021-01-22 17:29:34.281,"[""it has a nice flavour and is still,which I prefer"", ""it has a nice flavour and is still,which I prefer""]","[""nice flavour"", ""still,which i prefer""]","[""NOISE""]","[""I like the taste""]","[""NOISE""]","[""Is tasty""]","[""Is tasty""]",UK,0.5188240955983444,['Is tasty'],"[""Content / upbeat""]",At my home,"[""Browsing social media / internet""]",3pm-6pm,"[""Soft drinks""]","[""Dilutes / squash / cordial""]",Treat,20,Relish
851,851,851,16267181,Connection,3.0,Connection,2021-01-22 17:27:33.916,"[""Thirsty, favourite go to cold drink"", ""Thirsty, favourite go to cold drink"", ""Thirsty, favourite go to cold drink""]","[""i was really thirsty"", ""cold drink"", ""i chose this drink because it is one of my favorite drinks""]","[""i was really thirsty"", ""cold drink"", ""because it is one of my favorite drinks""]","[""I wanted something cold / refreshing"", ""I had a craving""]","[""To reward myself"", ""Is good for cooling down"", ""To quench my thirst""]","[""Is refreshing"", ""To indulge""]","[""To reward myself"", ""Is good for cooling down"", ""To quench my thirst""]",UK,1.0801257051354252,"['To reward myself', 'Is good for cooling down', 'To quench my thirst']","[""Tired / exhausted""]",At my home,"[""Relaxing / resting""]",3pm-6pm,"[""Soft drinks""]","[""Diet carbonated soft drink (unspecified)""]",Ease the mood,1,Reward
852,852,852,16267183,Indulge,4.0,Indulge,2021-01-22 21:25:46.044,"[""We wanted a nice treat and hot chocolate is luxurious"", ""We wanted a nice treat and hot chocolate is luxurious""]","[""i had an appetite for a cup of chocolate"", ""wanted a nice treat""]","[""wanted chocolate""]","[""I wanted something hot""]","[""To indulge""]","[""Warms me up""]","[""To indulge""]",UK,1.7936237461521138,['To indulge'],"[""Relaxed / calm""]",At my home,"[""Watching movies / TV""]",9pm-12am,"[""Hot beverages""]","[""Hot chocolate""]",Treat,21,Enjoy
853,853,853,16267229,Indulge,3.0,Indulge,2021-01-22 18:32:20.729,"[""Because I wanted something different""]","[""have a lot of different jams""]","[""NOISE""]","[""To try something new / different""]","[""NOISE""]","[""To explore something new""]","[""To explore something new""]",UK,0.6140646338862881,['To explore something new'],"[""Neutral / fine""]",On the go,"[""Shopping / running errands""]",6pm-9pm,"[""Soft drinks""]","[""Carbonated juice drink""]",Explore,26,Explore
854,854,854,16267277,Health,1.0,Health,2021-01-22 17:36:24.725,"[""fancy the pick me up up and it's pretty cold in home so no it's 2 to warm up plus I just love coffee"", ""fancy the pick me up up and it's pretty cold in home so no it's 2 to warm up plus I just love coffee"", ""fancy the pick me up up and it's pretty cold in home so no it's 2 to warm up plus I just love coffee"", ""fancy the pick me up up and it's pretty cold in home so no it's 2 to warm up plus I just love coffee""]","[""Wanted something cold"", ""what i fancy having"", ""needed a pick-me-up"", ""of costa coffee""]","[""needed a pick-me-up""]","[""I wanted something hot""]","[""To feel energised / recharged""]","[""Warms me up""]","[""To feel energised / recharged""]",UK,0.1211971995332555,['To feel energised / recharged'],"[""Relaxed / calm""]",At my home,"[""Browsing social media / internet""]",3pm-6pm,"[""Hot beverages""]",,Revive,14,Enhance
855,855,855,16267307,Indulge,1.0,Indulge,2021-01-22 21:29:18.332,"[""I love to drink water""]","[""love to drink water""]","[""NOISE""]","[""I like the taste""]","[""NOISE""]","[""Is tasty""]","[""Is tasty""]",UK,1.3603333680808989,['Is tasty'],"[""Content / upbeat"", ""Neutral / fine""]",At my home,"[""Checking emails""]",9pm-12am,"[""Soft drinks""]","[""Unflavoured still water""]",Treat,20,Relish
856,856,856,16267319,Fuel,3.0,Fuel,2021-01-22 17:47:09.325,"[""I m feeling cold and tired that's why I make coffee"", ""I m feeling cold and tired that's why I make coffee"", ""I m feeling cold and tired that's why I make coffee""]","[""take my tiredness away"", ""feeling cold"", ""make coffee""]","[""take my tiredness away""]","[""I wanted something hot""]","[""Gives me a boost / energy""]","[""Warms me up""]","[""Gives me a boost / energy""]",UK,0.1211971995332555,['Gives me a boost / energy'],"[""Content / upbeat"", ""Great / amazing""]",At my home,"[""Talking / chatting"", ""Checking emails"", ""Getting ready / personal care routine"", ""Cooking"", ""Relaxing / resting"", ""Doing housework / chores"", ""Browsing social media / internet"", ""Showering / bathing"", ""Watching movies / TV"", ""On my laptop / phone""]",3pm-6pm,"[""Hot beverages""]","[""Latte / cafe au lait""]",Revive,7,Perk Up
857,857,857,16267329,Indulge,3.0,Indulge,2021-01-22 17:42:35.065,"[""I really fancied it, it's a lovely flavour"", ""I really fancied it, it's a lovely flavour"", ""I really fancied it, it's a lovely flavour""]","[""lovely"", ""didn't know this flavor yet"", ""what i fancied having at this time""]","[""flavorful""]","[""I like the taste""]","[""To explore something new""]","[""Is tasty""]","[""To explore something new""]",UK,0.7510496605142742,['To explore something new'],"[""Content / upbeat"", ""Relaxed / calm""]",At my home,"[""Reading"", ""Spending time with family"", ""Watching movies / TV""]",3pm-6pm,"[""Soft drinks""]","[""Dilutes / squash / cordial""]",Explore,26,Explore
858,858,858,16267750,Indulge,5.0,Health,2021-01-22 17:48:55.567,"[""Ever since I've moved in Manchester I have embraced the English way of making tea. I really enjoy it"", ""Ever since I've moved in Manchester I have embraced the English way of making tea. I really enjoy it""]","[""english way of making tea"", ""enjoyed the most""]","[""because I enjoy it / it's pleasurable""]","[""It's my habit / routine""]","[""To nurture my well-being""]","[""It's my habit / routine""]","[""To nurture my well-being""]",UK,2.411401968709082,['To nurture my well-being'],"[""Relaxed / calm""]",At my home,"[""Relaxing / resting""]",3pm-6pm,"[""Hot beverages""]","[""White tea""]",Keeps health balanced,30,Functional Health
859,859,859,16267799,Indulge,4.0,Indulge,2021-01-22 17:48:05.640,"[""I was in need of it after food""]","[""needed something for a drink""]","[""needed a drink""]","[""I had a craving""]","[""To indulge""]","[""To indulge""]","[""To indulge""]",UK,0.1411118782319753,['To indulge'],"[""Content / upbeat""]",At my home,"[""Listening to a podcast / radio""]",3pm-6pm,"[""Soft drinks""]","[""Fruit juices (unspecified)""]",Treat,21,Enjoy
860,860,860,16267926,Health,0.0,Health,2021-01-22 17:55:15.232,"[""had dinner previously just wanting a drink to wash it down and refresh"", ""had dinner previously just wanting a drink to wash it down and refresh"", ""had dinner previously just wanting a drink to wash it down and refresh"", ""had dinner previously just wanting a drink to wash it down and refresh""]","[""dinner"", ""need to drink a glass of clean cold water"", ""really like this drink"", ""in the mood for refreshment""]","[""cleaning - wash it down - cleanse my body"", ""really like this drink"", ""with/after dinner"", ""for refreshment""]","[""To feel refreshed / hydrated""]","[""To feel energised / recharged"", ""Is tasty"", ""Completes my meal"", ""Cleanses my body""]","[""To rehydrate my body""]","[""To feel energised / recharged"", ""Is tasty"", ""Completes my meal"", ""Cleanses my body""]",UK,1.385059114293575,"['To feel energised / recharged', 'Is tasty', 'Completes my meal', 'Cleanses my body']","[""Relaxed / calm""]",At my home,"[""Watching movies / TV""]",3pm-6pm,"[""Soft drinks""]","[""Tap water""]",Revive,14,Enhance
861,861,861,16267995,Health,4.0,Health,2021-01-23 09:55:05.281,"[""It\u2019s hot, high caffeine and packed full of taste"", ""It\u2019s hot, high caffeine and packed full of taste"", ""It\u2019s hot, high caffeine and packed full of taste""]","[""got a little hot"", ""did something with caffeine"", ""packed full of taste""]","[""caffeine related"", ""wanted something to warm me up""]","[""I like the taste"", ""I wanted something hot""]","[""Prevents illness / strengthens immunity"", ""Has caffeine""]","[""Is tasty"", ""Warms me up""]","[""Prevents illness / strengthens immunity"", ""Has caffeine""]",UK,0.4155233686657803,"['Prevents illness / strengthens immunity', 'Has caffeine']","[""Content / upbeat""]",At my home,Other,9am-12pm,"[""Hot beverages""]","[""Espresso""]",Keeps health balanced,30,Functional Health
